table id,name,phone number,Location,Emp. Group,Function,Gender ,Tenure,Tenure Grp.,Experience (YY.MM),Marital Status,Age in YY.,Hiring Source,Promoted/Non Promoted,Job Role Match,Stay/Left
631,Papu,9876544345,Noida,B1,Operation,Female,2.04,> 1 & < =3,2.04,Marr.,27.01,Direct,Promoted,No,Left
632,Papu,9876544345,Noida,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,28.01,Direct,Non Promoted,Yes,Stay
633,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.09,Direct,Promoted,No,Left
634,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,26,Direct,Promoted,Yes,Stay
635,Papu,9876544345,Pune,B3,Operation,Male,2.02,> 1 & < =3,11.02,Marr.,40.08,Direct,Non Promoted,Yes,Stay
636,Papu,9876544345,Noida,B1,Support,Male,2.03,> 1 & < =3,6.05,Marr.,30.03,Direct,Non Promoted,Yes,Stay
637,Papu,9876544345,Noida,B1,Operation,Female,2.02,> 1 & < =3,6.05,Marr.,30.03,Direct,Non Promoted,No,Left
638,Papu,9876544345,Lucknow,B2,Operation,Male,2.03,> 1 & < =3,6.11,Marr.,29.06,Employee Referral,Non Promoted,Yes,Stay
639,Papu,9876544345,Bangalore,B1,Operation,Female,2.02,> 1 & < =3,4.02,Single,25.06,Direct,Non Promoted,Yes,Stay
640,Papu,9876544345,Chennai,B2,Operation,Male,2.02,> 1 & < =3,6.04,Marr.,29.04,Direct,Non Promoted,No,Left
641,Papu,9876544345,Noida,B3,Operation,Male,2.03,> 1 & < =3,11.03,Sep.,39.01,Employee Referral,Non Promoted,Yes,Stay
642,Papu,9876544345,Noida,B2,Operation,Male,2.02,> 1 & < =3,5.1,Single,34.07,Direct,Non Promoted,Yes,Left
643,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,6.05,Marr.,27.06,Direct,Non Promoted,No,Stay
644,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,5.09,Marr.,30.09,Direct,Promoted,Yes,Stay
645,Papu,9876544345,Chennai,B2,Operation,Female,2.03,> 1 & < =3,7.03,Marr.,29.07,Direct,Non Promoted,Yes,Stay
646,Papu,9876544345,Chennai,B1,Operation,Female,2.03,> 1 & < =3,4.07,Single,27.04,Direct,Non Promoted,Yes,Stay
647,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.07,Direct,Non Promoted,No,Left
648,Papu,9876544345,Bangalore,B1,Operation,Male,2.03,> 1 & < =3,5.03,Single,28.1,Employee Referral,Promoted,No,Left
649,Papu,9876544345,Chennai,B2,Operation,Male,2.03,> 1 & < =3,7.05,Marr.,31.03,Direct,Promoted,Yes,Stay
650,Papu,9876544345,Bangalore,B1,Operation,Female,2.03,> 1 & < =3,5.1,Marr.,29.07,Employee Referral,Non Promoted,Yes,Stay
651,Papu,9876544345,Bangalore,B2,Operation,Male,2.03,> 1 & < =3,8,Single,31.1,Direct,Promoted,Yes,Stay
652,Papu,9876544345,Madurai,B1,Operation,Female,2.04,> 1 & < =3,3.11,Single,28.1,Direct,Non Promoted,Yes,Stay
653,Papu,9876544345,Hyderabad,B2,Operation,Female,2.03,> 1 & < =3,9,Marr.,35.02,Direct,Non Promoted,Yes,Stay
654,Papu,9876544345,Chennai,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,24.1,Direct,Non Promoted,Yes,Stay
655,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.06,Direct,Non Promoted,Yes,Stay
656,Papu,9876544345,Hyderabad,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,27.06,Direct,Promoted,Yes,Stay
657,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,24.03,Direct,Non Promoted,No,Left
658,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.08,Direct,Promoted,Yes,Stay
659,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,25.05,Direct,Promoted,Yes,Stay
660,Papu,9876544345,Chennai,B3,Operation,Male,2.03,> 1 & < =3,11.03,Single,31.07,Direct,Non Promoted,No,Left
661,Papu,9876544345,Madurai,B1,Operation,Male,2.04,> 1 & < =3,5.08,Single,29.1,Direct,Promoted,No,Left
662,Papu,9876544345,Mumbai,B1,Operation,Male,2.03,> 1 & < =3,6.11,Marr.,31.02,Employee Referral,Non Promoted,Yes,Stay
663,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,4.05,Single,25.08,Direct,Non Promoted,No,Left
664,Papu,9876544345,Mumbai,B1,Operation,Male,2.04,> 1 & < =3,4.09,Single,28.04,Direct,Non Promoted,Yes,Stay
665,Papu,9876544345,Chennai,B1,Operation,Male,2.04,> 1 & < =3,6.04,Single,31.08,Direct,Non Promoted,Yes,Stay
666,Papu,9876544345,Chennai,B2,Operation,Female,2.04,> 1 & < =3,8.04,Marr.,34.11,Direct,Non Promoted,Yes,Stay
667,Papu,9876544345,Noida,B1,Operation,Male,2.04,> 1 & < =3,2.11,Single,26.08,Direct,Non Promoted,No,Left
668,Papu,9876544345,Hyderabad,B2,Operation,Male,2.04,> 1 & < =3,8.11,Marr.,30.07,Direct,Promoted,No,Stay
669,Papu,9876544345,Pune,B1,Operation,Male,2.04,> 1 & < =3,5.06,Single,25.05,Employee Referral,Non Promoted,Yes,Stay
670,Papu,9876544345,Noida,B2,Support,Male,2.04,> 1 & < =3,2.04,Single,27.01,Direct,Non Promoted,Yes,Stay
671,Papu,9876544345,Noida,B2,Operation,Male,2.04,> 1 & < =3,4.05,Single,26.07,Direct,Promoted,No,Left
672,Papu,9876544345,Chennai,B2,Operation,Female,2.05,> 1 & < =3,7.05,Marr.,33.03,Direct,Promoted,Yes,Stay
673,Papu,9876544345,Noida,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.01,Direct,Promoted,Yes,Stay
674,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,Yes,Stay
675,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,No,Left
676,Papu,9876544345,Noida,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,26.06,Direct,Promoted,No,Left
677,Papu,9876544345,Bangalore,B1,Operation,Male,2.05,> 1 & < =3,4.1,Single,29.07,Direct,Promoted,No,Left
678,Papu,9876544345,Bangalore,B2,Operation,Male,2.05,> 1 & < =3,8.08,Marr.,34.06,Direct,Promoted,No,Stay
679,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,27.07,Direct,Non Promoted,Yes,Stay
680,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,24.06,Direct,Promoted,No,Left
681,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.03,Direct,Non Promoted,Yes,Stay
682,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.06,Direct,Non Promoted,Yes,Stay
683,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,6.07,Marr.,29.06,Direct,Non Promoted,Yes,Stay
684,Papu,9876544345,Noida,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.01,Direct,Promoted,Yes,Stay
685,Papu,9876544345,Bangalore,B3,Operation,Male,2.05,> 1 & < =3,8.08,Marr.,37.06,Employee Referral,Non Promoted,Yes,Stay
686,Papu,9876544345,Noida,B2,Operation,Male,2.05,> 1 & < =3,7.1,Marr.,29.1,Agency,Non Promoted,No,Left
687,Papu,9876544345,Bangalore,B2,Operation,Male,2.05,> 1 & < =3,5.05,Single,32.1,Agency,Promoted,No,Stay
688,Papu,9876544345,Bangalore,B1,Operation,Male,2.04,> 1 & < =3,2.05,Single,25.1,Direct,Non Promoted,Yes,Stay
689,Papu,9876544345,Bangalore,B1,Operation,Female,2.05,> 1 & < =3,4.09,Single,26.06,Direct,Non Promoted,No,Left
690,Papu,9876544345,Noida,B1,Operation,Female,2.05,> 1 & < =3,2.05,Single,25.01,Direct,Non Promoted,No,Left
691,Papu,9876544345,Madurai,B2,Operation,Male,2.05,> 1 & < =3,9.05,Marr.,31.07,Direct,Non Promoted,Yes,Stay
692,Papu,9876544345,Noida,B2,Operation,Female,2.05,> 1 & < =3,4.1,Marr.,30.06,Direct,Non Promoted,Yes,Stay
693,Papu,9876544345,Madurai,B1,Operation,Male,2.05,> 1 & < =3,6.01,Single,29.02,Direct,Non Promoted,Yes,Stay
694,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,6.05,Single,29.09,Employee Referral,Non Promoted,No,Left
695,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,5.06,Single,29,Direct,Non Promoted,Yes,Left
696,Papu,9876544345,Chennai,B2,Operation,Male,2.06,> 1 & < =3,5.06,Marr.,32.04,Employee Referral,Non Promoted,No,Left
697,Papu,9876544345,Bangalore,B1,Operation,Male,2.05,> 1 & < =3,2.05,Marr.,30.06,Direct,Non Promoted,Yes,Stay
698,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.03,Direct,Non Promoted,Yes,Stay
699,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,26.03,Direct,Non Promoted,Yes,Stay
700,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.1,Direct,Non Promoted,Yes,Stay
701,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.1,Direct,Promoted,Yes,Stay
702,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,25.01,Direct,Promoted,No,Left
703,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.07,Single,25.02,Direct,Promoted,No,Left
704,Papu,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,24.09,Direct,Promoted,Yes,Stay
705,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,24.08,Direct,Non Promoted,No,Left
706,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,3,Single,27.06,Direct,Non Promoted,Yes,Stay
707,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.03,Direct,Non Promoted,Yes,Stay
708,Papu,9876544345,Noida,B2,Operation,Male,2.05,> 1 & < =3,9.05,Marr.,36.11,Direct,Non Promoted,Yes,Stay
709,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,4.1,Single,26.08,Agency,Non Promoted,Yes,Stay
710,Papu,9876544345,Noida,B5,Sales,Male,2.06,> 1 & < =3,23.06,Marr.,47,Direct,Promoted,Yes,Stay
711,Papu,9876544345,Bangalore,B3,Operation,Male,2.06,> 1 & < =3,12.02,Marr.,33.11,Direct,Non Promoted,Yes,Left
712,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,26.04,Direct,Non Promoted,No,Left
713,Papu,9876544345,Noida,B3,Sales,Male,2.06,> 1 & < =3,4.06,Single,32,Direct,Non Promoted,No,Left
714,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,3.02,Single,27.09,Direct,Non Promoted,No,Left
715,Papu,9876544345,Chennai,B2,Operation,Male,2.06,> 1 & < =3,7.01,Marr.,31.04,Direct,Non Promoted,Yes,Stay
716,Papu,9876544345,Bangalore,B2,Operation,Female,2.05,> 1 & < =3,6.05,Marr.,32.08,Direct,Non Promoted,Yes,Stay
717,Papu,9876544345,Chennai,B2,Operation,Male,2.06,> 1 & < =3,8.11,Marr.,31.07,Agency,Non Promoted,No,Left
718,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,4.02,Single,25.1,Direct,Non Promoted,Yes,Stay
719,Papu,9876544345,Bangalore,B1,Operation,Male,2.05,> 1 & < =3,4.1,Single,26.07,Direct,Non Promoted,No,Left
720,Papu,9876544345,Noida,B3,Operation,Male,2.06,> 1 & < =3,12.06,Single,33.05,Employee Referral,Non Promoted,Yes,Stay
721,Papu,9876544345,Lucknow,B2,Operation,Male,2.06,> 1 & < =3,7,Single,35.08,Direct,Non Promoted,Yes,Stay
722,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,7.11,Marr.,29.03,Employee Referral,Promoted,Yes,Stay
723,Papu,9876544345,Chennai,B1,Support,Female,2.06,> 1 & < =3,6.08,Marr.,27.07,Direct,Promoted,No,Stay
724,Papu,9876544345,Bangalore,B1,Operation,Female,2.08,> 1 & < =3,2.08,Single,26.04,Direct,Promoted,No,Left
725,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,26.08,Direct,Promoted,No,Left
726,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,27.03,Direct,Promoted,No,Left
727,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.09,Single,26.1,Direct,Promoted,No,Left
728,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.09,Direct,Promoted,Yes,Stay
729,Papu,9876544345,Bangalore,B2,Operation,Male,2.06,> 1 & < =3,9.01,Marr.,33.04,Agency,Promoted,No,Stay
730,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.09,Marr.,26.09,Direct,Promoted,No,Left
731,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.08,Single,24.1,Direct,Promoted,Yes,Stay
732,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,2.08,Marr.,30.08,Direct,Promoted,Yes,Stay
733,Papu,9876544345,Bangalore,B1,Operation,Female,2.07,> 1 & < =3,3.02,Single,25.05,Direct,Promoted,No,Left
734,Papu,9876544345,Hyderabad,B2,Operation,Male,2.07,> 1 & < =3,11.07,Marr.,39.07,Employee Referral,Non Promoted,Yes,Stay
735,Papu,9876544345,Bangalore,B2,Operation,Male,2.06,> 1 & < =3,8.08,Marr.,31.07,Agency,Non Promoted,No,Left
736,Papu,9876544345,Bangalore,B2,Operation,Female,2.06,> 1 & < =3,3.06,Single,27.01,Direct,Promoted,No,Left
737,Papu,9876544345,Madurai,B2,Operation,Male,2.06,> 1 & < =3,7.06,Marr.,34.12,Direct,Non Promoted,Yes,Stay
738,Papu,9876544345,Chennai,B2,Operation,Male,2.07,> 1 & < =3,8.08,Marr.,33.09,Direct,Promoted,No,Left
739,Papu,9876544345,Pune,B2,Operation,Male,2.07,> 1 & < =3,11.07,Marr.,35.04,Agency,Promoted,No,Left
740,Papu,9876544345,Noida,B1,Support,Female,2.07,> 1 & < =3,5.09,Single,28.03,Direct,Promoted,Yes,Stay
741,Papu,9876544345,Noida,B2,Sales,Male,2.07,> 1 & < =3,9.07,Marr.,35.06,Direct,Promoted,Yes,Stay
742,Papu,9876544345,Madurai,B1,Operation,Female,2.07,> 1 & < =3,2.07,Marr.,28.06,Direct,Promoted,Yes,Stay
743,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,5.09,Single,29.06,Direct,Promoted,Yes,Stay
744,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,5.04,Single,30.06,Agency,Promoted,Yes,Stay
745,Papu,9876544345,Bangalore,B2,Operation,Male,2.07,> 1 & < =3,13.11,Marr.,38.12,Employee Referral,Promoted,Yes,Stay
746,Papu,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,8.08,Single,32.02,Employee Referral,Promoted,No,Stay
747,Papu,9876544345,Bangalore,B2,Operation,Male,2.07,> 1 & < =3,6.11,Marr.,29.07,Direct,Non Promoted,Yes,Stay
748,Papu,9876544345,Bangalore,B2,Operation,Male,2.07,> 1 & < =3,11.01,Marr.,36.07,Direct,Non Promoted,No,Left
749,Papu,9876544345,Chennai,B1,Operation,Female,2.07,> 1 & < =3,6.1,Single,30.05,Direct,Promoted,No,Left
750,Papu,9876544345,Chennai,B2,Operation,Female,2.07,> 1 & < =3,12.08,Marr.,35,Employee Referral,Promoted,No,Left
751,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,7.11,Marr.,31.07,Agency,Promoted,No,Left
752,Papu,9876544345,Noida,B1,Operation,Female,2.08,> 1 & < =3,2.08,Single,25.11,Direct,Non Promoted,Yes,Stay
753,Papu,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,26.06,Direct,Promoted,Yes,Stay
754,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,24.1,Direct,Non Promoted,Yes,Stay
755,Papu,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,26.07,Direct,Non Promoted,Yes,Stay
756,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,2.09,Single,24.09,Direct,Non Promoted,Yes,Stay
757,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,25.07,Direct,Non Promoted,Yes,Stay
758,Papu,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,2.11,Single,26.1,Direct,Non Promoted,Yes,Stay
759,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,28.09,Direct,Non Promoted,No,Left
760,Shiv,9876544345,Noida,B2,Sales,Female,2.08,> 1 & < =3,5.1,Single,28.04,Employee Referral,Non Promoted,No,Left
761,Shiv,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,8.02,Marr.,35.04,Direct,Non Promoted,Yes,Stay
762,Shiv,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,6.04,Single,29.05,Direct,Non Promoted,Yes,Stay
763,Shiv,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,5.03,Single,28.07,Agency,Non Promoted,Yes,Left
764,Shiv,9876544345,Noida,B1,Support,Male,2.08,> 1 & < =3,4.1,Single,27.09,Employee Referral,Non Promoted,Yes,Stay
765,Shiv,9876544345,Noida,B1,Support,Male,2.08,> 1 & < =3,2.08,Single,27.07,Direct,Non Promoted,Yes,Stay
766,Shiv,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,4.04,Marr.,31.07,Direct,Non Promoted,No,Left
767,Shiv,9876544345,Bangalore,B2,Operation,Male,2.08,> 1 & < =3,8,Marr.,31.09,Agency,Non Promoted,Yes,Stay
768,Shiv,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,6.09,Marr.,28.1,Direct,Non Promoted,Yes,Stay
769,Shiv,9876544345,Bangalore,B2,Operation,Male,2.08,> 1 & < =3,4.08,Single,31.01,Employee Referral,Non Promoted,Yes,Stay
770,Shiv,9876544345,Pune,B1,Operation,Male,2.09,> 1 & < =3,5.09,Single,28.1,Direct,Non Promoted,No,Left
771,Shiv,9876544345,Bangalore,B1,Operation,Female,2.08,> 1 & < =3,2.08,Marr.,27.09,Direct,Non Promoted,No,Left
772,Shiv,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,6.08,Marr.,30.06,Agency,Promoted,No,Stay
773,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,2.1,Single,24.08,Direct,Non Promoted,No,Left
774,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.11,Single,24.06,Direct,Non Promoted,Yes,Stay
775,Shiv,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,2.1,Marr.,24.11,Direct,Non Promoted,No,Left
776,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,25.1,Direct,Non Promoted,Yes,Stay
777,Shiv,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,25.07,Direct,Promoted,No,Left
778,Shiv,9876544345,Noida,B3,Operation,Male,2.09,> 1 & < =3,12.09,Marr.,34.05,Agency,Non Promoted,Yes,Stay
779,Shiv,9876544345,Noida,B2,Operation,Male,2.08,> 1 & < =3,11.03,Marr.,36.01,Direct,Promoted,Yes,Stay
780,Shiv,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,6.03,Single,28.04,Direct,Non Promoted,Yes,Stay
781,Shiv,9876544345,Noida,B3,Operation,Male,2.08,> 1 & < =3,10.08,Marr.,38.08,Direct,Non Promoted,Yes,Left
782,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,3,Single,25.05,Direct,Non Promoted,Yes,Stay
783,Shiv,9876544345,Bangalore,B2,Operation,Male,2.09,> 1 & < =3,8.09,Marr.,33.07,Direct,Non Promoted,No,Left
784,Shiv,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,3.11,Single,26.06,Employee Referral,Promoted,No,Left
785,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,7,Marr.,33.08,Agency,Non Promoted,No,Left
786,Shiv,9876544345,Noida,B1,Operation,Female,2.08,> 1 & < =3,3.01,Single,26.02,Direct,Promoted,Yes,Stay
787,Shiv,9876544345,Lucknow,B1,Support,Male,2.08,> 1 & < =3,5,Single,27.1,Direct,Promoted,No,Left
788,Shiv,9876544345,Pune,B1,Operation,Female,2.09,> 1 & < =3,5.09,Marr.,29.02,Direct,Non Promoted,Yes,Stay
789,Shiv,9876544345,Chennai,B2,Operation,Female,2.09,> 1 & < =3,4.01,Marr.,30.06,Employee Referral,Promoted,Yes,Stay
790,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,3.05,Single,27.07,Direct,Non Promoted,Yes,Stay
791,Shiv,9876544345,Chennai,B3,Operation,Male,2.09,> 1 & < =3,12.1,Marr.,40.07,Direct,Non Promoted,No,Left
792,Shiv,9876544345,Chennai,B2,Operation,Male,2.09,> 1 & < =3,6.02,Marr.,31.06,Agency,Non Promoted,Yes,Stay
793,Shiv,9876544345,Bangalore,B1,Operation,Male,2.09,> 1 & < =3,5.09,Marr.,31.1,Employee Referral,Non Promoted,Yes,Stay
794,Shiv,9876544345,Lucknow,B0,Support,Female,2.09,> 1 & < =3,2.1,Single,24.1,Direct,Non Promoted,Yes,Stay
795,Shiv,9876544345,Noida,B2,Operation,Male,2.09,> 1 & < =3,4.09,Single,31,Employee Referral,Non Promoted,Yes,Stay
796,Shiv,9876544345,Noida,B2,Operation,Male,2.08,> 1 & < =3,10.02,Single,36.01,Direct,Promoted,No,Stay
797,Shiv,9876544345,Noida,B1,Support,Male,2.09,> 1 & < =3,3.01,Single,29.06,Employee Referral,Promoted,No,Stay
798,Shiv,9876544345,Noida,B3,Operation,Male,2.09,> 1 & < =3,8.09,Single,34.03,Direct,Non Promoted,Yes,Stay
799,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,3,Single,27.05,Direct,Promoted,No,Left
800,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,3.05,Single,31.07,Direct,Promoted,No,Left
801,Shiv,9876544345,Pune,B1,Operation,Male,2.1,> 1 & < =3,3.1,Single,26.03,Direct,Promoted,Yes,Stay
802,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,3,Single,24.11,Direct,Promoted,Yes,Stay
803,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,2.11,Marr.,28.11,Direct,Promoted,Yes,Stay
804,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,3,Single,26.09,Direct,Promoted,Yes,Stay
805,Shiv,9876544345,Hyderabad,B1,Operation,Male,2.1,> 1 & < =3,3.04,Marr.,28.04,Direct,Promoted,No,Left
806,Shiv,9876544345,Hyderabad,B2,Operation,Male,2.1,> 1 & < =3,7.1,Single,30.07,Direct,Promoted,No,Stay
807,Shiv,9876544345,Bangalore,B2,Operation,Male,2.1,> 1 & < =3,7.1,Single,29.1,Direct,Non Promoted,Yes,Stay
808,Shiv,9876544345,Chennai,B1,Operation,Female,2.09,> 1 & < =3,2.09,Marr.,24.08,Direct,Promoted,No,Left
809,Shiv,9876544345,Lucknow,B2,Support,Female,2.09,> 1 & < =3,8.02,Marr.,31.03,Direct,Non Promoted,No,Left
810,Shiv,9876544345,Noida,B3,Support,Male,2.09,> 1 & < =3,13.09,Marr.,37.08,Employee Referral,Non Promoted,Yes,Stay
811,Shiv,9876544345,Chennai,B2,Operation,Female,2.09,> 1 & < =3,3.09,Marr.,27.05,Direct,Non Promoted,Yes,Stay
812,Shiv,9876544345,Chennai,B1,Support,Male,2.09,> 1 & < =3,4,Single,25.11,Agency,Promoted,Yes,Stay
813,Shiv,9876544345,Lucknow,B1,Operation,Female,2.1,> 1 & < =3,2.1,Marr.,29.11,Direct,Non Promoted,Yes,Stay
814,Shiv,9876544345,Chennai,B2,Operation,Female,2.09,> 1 & < =3,9.1,Marr.,32.1,Direct,Non Promoted,Yes,Stay
815,Shiv,9876544345,Chennai,B2,Operation,Male,2.1,> 1 & < =3,8.1,Marr.,32.06,Direct,Promoted,Yes,Stay
816,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,5.11,Single,28.07,Direct,Promoted,No,Left
817,Shiv,9876544345,Madurai,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,25.09,Direct,Non Promoted,Yes,Stay
818,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,4.02,Marr.,24.08,Agency,Non Promoted,Yes,Stay
819,Shiv,9876544345,Noida,B2,Operation,Male,2.09,> 1 & < =3,8.09,Single,36.06,Employee Referral,Non Promoted,No,Left
820,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,4.1,Single,26.06,Agency,Non Promoted,No,Left
821,Shiv,9876544345,Noida,B2,Operation,Male,2.1,> 1 & < =3,6.01,Marr.,29.08,Direct,Non Promoted,Yes,Left
822,Shiv,9876544345,Bangalore,B3,Operation,Male,2.1,> 1 & < =3,9.04,Marr.,36.08,Agency,Non Promoted,No,Left
823,Shiv,9876544345,Bangalore,B2,Operation,Male,2.1,> 1 & < =3,8.02,Marr.,33.11,Agency,Non Promoted,Yes,Stay
824,Shiv,9876544345,Hyderabad,B2,Operation,Female,2.1,> 1 & < =3,8,Marr.,30.09,Employee Referral,Non Promoted,Yes,Stay
825,Shiv,9876544345,Noida,B3,Operation,Male,2.1,> 1 & < =3,9.1,Single,33.02,Agency,Non Promoted,No,Left
826,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,24.1,Direct,Non Promoted,Yes,Stay
827,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,25.07,Direct,Non Promoted,Yes,Stay
828,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,6.02,Single,27.07,Agency,Non Promoted,Yes,Stay
829,Shiv,9876544345,Pune,B2,Operation,Male,2.1,> 1 & < =3,10.06,Marr.,38.09,Agency,Promoted,No,Stay
830,Shiv,9876544345,Chennai,B3,Operation,Male,2.1,> 1 & < =3,10.07,Marr.,35.07,Agency,Promoted,No,Stay
831,Shiv,9876544345,Bangalore,B2,Operation,Male,2.1,> 1 & < =3,7.05,Marr.,39.01,Agency,Promoted,Yes,Stay
832,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,2.1,Single,25.05,Direct,Promoted,Yes,Stay
833,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,4.1,Single,28.05,Direct,Promoted,No,Left
